title,text,source,source_type,url,published,collected_at,full_text,auto_sentiment,manual_sentiment
"February 10, 2019, Sunday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"February 10, 2019, Sunday. ",Neutral,
"February 09, 2019, Saturday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"February 09, 2019, Saturday. ",Neutral,
"February 08, 2019, Friday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"February 08, 2019, Friday. ",Neutral,
"February 07, 2019, Thursday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"February 07, 2019, Thursday. ",Neutral,
"February 06, 2019, Wednesday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"February 06, 2019, Wednesday. ",Neutral,
"February 05, 2019, Tuesday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"February 05, 2019, Tuesday. ",Neutral,
"February 04, 2019, Monday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"February 04, 2019, Monday. ",Neutral,
"February 03, 2019, Sunday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"February 03, 2019, Sunday. ",Neutral,
"February 02, 2019, Saturday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"February 02, 2019, Saturday. ",Neutral,
"February 01, 2019, Friday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"February 01, 2019, Friday. ",Neutral,
"January 31, 2019, Thursday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"January 31, 2019, Thursday. ",Neutral,
"January 30, 2019, Wednesday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"January 30, 2019, Wednesday. ",Neutral,
"January 29, 2019, Tuesday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"January 29, 2019, Tuesday. ",Neutral,
"January 28, 2019, Monday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"January 28, 2019, Monday. ",Neutral,
"January 27, 2019, Sunday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"January 27, 2019, Sunday. ",Neutral,
"January 26, 2019, Saturday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"January 26, 2019, Saturday. ",Neutral,
"January 25, 2019, Friday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"January 25, 2019, Friday. ",Neutral,
"January 24, 2019, Thursday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"January 24, 2019, Thursday. ",Neutral,
"January 23, 2019, Wednesday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"January 23, 2019, Wednesday. ",Neutral,
"January 22, 2019, Tuesday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"January 22, 2019, Tuesday. ",Neutral,
"January 21, 2019, Monday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"January 21, 2019, Monday. ",Neutral,
"January 19, 2019, Saturday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"January 19, 2019, Saturday. ",Neutral,
"January 18, 2019, Friday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"January 18, 2019, Friday. ",Neutral,
"January 17, 2019, Thursday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"January 17, 2019, Thursday. ",Neutral,
"January 16, 2019, Wednesday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"January 16, 2019, Wednesday. ",Neutral,
"January 15, 2019, Tuesday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"January 15, 2019, Tuesday. ",Neutral,
"January 14, 2019, Monday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"January 14, 2019, Monday. ",Neutral,
"January 13, 2019, Sunday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"January 13, 2019, Sunday. ",Neutral,
"January 12, 2019, Saturday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"January 12, 2019, Saturday. ",Neutral,
"January 11, 2019, Friday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"January 11, 2019, Friday. ",Neutral,
"January 10, 2019, Thursday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"January 10, 2019, Thursday. ",Neutral,
"January 09, 2019, Wednesday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"January 09, 2019, Wednesday. ",Neutral,
"January 08, 2019, Tuesday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"January 08, 2019, Tuesday. ",Neutral,
"January 07, 2019, Monday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"January 07, 2019, Monday. ",Neutral,
"January 06, 2019, Sunday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"January 06, 2019, Sunday. ",Neutral,
"January 05, 2019, Saturday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"January 05, 2019, Saturday. ",Neutral,
"January 04, 2019, Friday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"January 04, 2019, Friday. ",Neutral,
"January 03, 2019, Thursday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"January 03, 2019, Thursday. ",Neutral,
"January 02, 2019, Wednesday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"January 02, 2019, Wednesday. ",Neutral,
"January 01, 2019, Tuesday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"January 01, 2019, Tuesday. ",Neutral,
"December 31, 2018, Monday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"December 31, 2018, Monday. ",Neutral,
"December 30, 2018, Sunday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"December 30, 2018, Sunday. ",Neutral,
"December 29, 2018, Saturday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"December 29, 2018, Saturday. ",Neutral,
"December 28, 2018, Friday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"December 28, 2018, Friday. ",Neutral,
"December 27, 2018, Thursday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"December 27, 2018, Thursday. ",Neutral,
"December 26, 2018, Wednesday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"December 26, 2018, Wednesday. ",Neutral,
"December 25, 2018, Tuesday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"December 25, 2018, Tuesday. ",Neutral,
"December 24, 2018, Monday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"December 24, 2018, Monday. ",Neutral,
"December 23, 2018, Sunday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"December 23, 2018, Sunday. ",Neutral,
"December 22, 2018, Saturday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"December 22, 2018, Saturday. ",Neutral,
"December 21, 2018, Friday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"December 21, 2018, Friday. ",Neutral,
"December 20, 2018, Thursday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"December 20, 2018, Thursday. ",Neutral,
"December 19, 2018, Wednesday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"December 19, 2018, Wednesday. ",Neutral,
"December 18, 2018, Tuesday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"December 18, 2018, Tuesday. ",Neutral,
"December 17, 2018, Monday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"December 17, 2018, Monday. ",Neutral,
"December 16, 2018, Sunday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"December 16, 2018, Sunday. ",Neutral,
"December 15, 2018, Saturday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"December 15, 2018, Saturday. ",Neutral,
"December 14, 2018, Friday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"December 14, 2018, Friday. ",Neutral,
"December 13, 2018, Thursday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"December 13, 2018, Thursday. ",Neutral,
"December 12, 2018, Wednesday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"December 12, 2018, Wednesday. ",Neutral,
"December 11, 2018, Tuesday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"December 11, 2018, Tuesday. ",Neutral,
"December 10, 2018, Monday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"December 10, 2018, Monday. ",Neutral,
"December 09, 2018, Sunday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"December 09, 2018, Sunday. ",Neutral,
"December 08, 2018, Saturday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"December 08, 2018, Saturday. ",Neutral,
"December 07, 2018, Friday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"December 07, 2018, Friday. ",Neutral,
"December 06, 2018, Thursday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"December 06, 2018, Thursday. ",Neutral,
"December 05, 2018, Wednesday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"December 05, 2018, Wednesday. ",Neutral,
"December 04, 2018, Tuesday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"December 04, 2018, Tuesday. ",Neutral,
"December 03, 2018, Monday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"December 03, 2018, Monday. ",Neutral,
"December 02, 2018, Sunday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"December 02, 2018, Sunday. ",Neutral,
"November 30, 2018, Friday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"November 30, 2018, Friday. ",Neutral,
"November 29, 2018, Thursday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"November 29, 2018, Thursday. ",Neutral,
"November 28, 2018, Wednesday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"November 28, 2018, Wednesday. ",Neutral,
"November 27, 2018, Tuesday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"November 27, 2018, Tuesday. ",Neutral,
"November 26, 2018, Monday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"November 26, 2018, Monday. ",Neutral,
"November 25, 2018, Sunday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"November 25, 2018, Sunday. ",Neutral,
"November 24, 2018, Saturday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"November 24, 2018, Saturday. ",Neutral,
"November 23, 2018, Friday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"November 23, 2018, Friday. ",Neutral,
"November 22, 2018, Thursday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"November 22, 2018, Thursday. ",Neutral,
"November 21, 2018, Wednesday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"November 21, 2018, Wednesday. ",Neutral,
"November 20, 2018, Tuesday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"November 20, 2018, Tuesday. ",Neutral,
"November 19, 2018, Monday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"November 19, 2018, Monday. ",Neutral,
"November 18, 2018, Sunday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"November 18, 2018, Sunday. ",Neutral,
"November 17, 2018, Saturday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"November 17, 2018, Saturday. ",Neutral,
"November 16, 2018, Friday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"November 16, 2018, Friday. ",Neutral,
"November 15, 2018, Thursday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"November 15, 2018, Thursday. ",Neutral,
"November 14, 2018, Wednesday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"November 14, 2018, Wednesday. ",Neutral,
"November 13, 2018, Tuesday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"November 13, 2018, Tuesday. ",Neutral,
"November 12, 2018, Monday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"November 12, 2018, Monday. ",Neutral,
"November 11, 2018, Sunday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"November 11, 2018, Sunday. ",Neutral,
"November 10, 2018, Saturday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"November 10, 2018, Saturday. ",Neutral,
"November 09, 2018, Friday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"November 09, 2018, Friday. ",Neutral,
"November 08, 2018, Thursday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"November 08, 2018, Thursday. ",Neutral,
"November 07, 2018, Wednesday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"November 07, 2018, Wednesday. ",Neutral,
"November 06, 2018, Tuesday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"November 06, 2018, Tuesday. ",Neutral,
"November 05, 2018, Monday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"November 05, 2018, Monday. ",Neutral,
"November 04, 2018, Sunday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"November 04, 2018, Sunday. ",Neutral,
"November 03, 2018, Saturday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"November 03, 2018, Saturday. ",Neutral,
"November 02, 2018, Friday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"November 02, 2018, Friday. ",Neutral,
"November 01, 2018, Thursday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"November 01, 2018, Thursday. ",Neutral,
"October 31, 2018, Wednesday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"October 31, 2018, Wednesday. ",Neutral,
"October 30, 2018, Tuesday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"October 30, 2018, Tuesday. ",Neutral,
"October 29, 2018, Monday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"October 29, 2018, Monday. ",Neutral,
"October 28, 2018, Sunday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"October 28, 2018, Sunday. ",Neutral,
"October 26, 2018, Friday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"October 26, 2018, Friday. ",Neutral,
"October 25, 2018, Thursday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"October 25, 2018, Thursday. ",Neutral,
"October 24, 2018, Wednesday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"October 24, 2018, Wednesday. ",Neutral,
"October 23, 2018, Tuesday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"October 23, 2018, Tuesday. ",Neutral,
"October 22, 2018, Monday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"October 22, 2018, Monday. ",Neutral,
"October 21, 2018, Sunday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"October 21, 2018, Sunday. ",Neutral,
"October 20, 2018, Saturday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"October 20, 2018, Saturday. ",Neutral,
"October 19, 2018, Friday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"October 19, 2018, Friday. ",Neutral,
"October 18, 2018, Thursday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"October 18, 2018, Thursday. ",Neutral,
"October 17, 2018, Wednesday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"October 17, 2018, Wednesday. ",Neutral,
"October 16, 2018, Tuesday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"October 16, 2018, Tuesday. ",Neutral,
"October 15, 2018, Monday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"October 15, 2018, Monday. ",Neutral,
"October 14, 2018, Sunday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"October 14, 2018, Sunday. ",Neutral,
"October 13, 2018, Saturday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"October 13, 2018, Saturday. ",Neutral,
"October 12, 2018, Friday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"October 12, 2018, Friday. ",Neutral,
"October 11, 2018, Thursday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"October 11, 2018, Thursday. ",Neutral,
"October 10, 2018, Wednesday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"October 10, 2018, Wednesday. ",Neutral,
"October 09, 2018, Tuesday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"October 09, 2018, Tuesday. ",Neutral,
"October 08, 2018, Monday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"October 08, 2018, Monday. ",Neutral,
"October 07, 2018, Sunday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"October 07, 2018, Sunday. ",Neutral,
"October 06, 2018, Saturday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"October 06, 2018, Saturday. ",Neutral,
"October 05, 2018, Friday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"October 05, 2018, Friday. ",Neutral,
"October 04, 2018, Thursday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"October 04, 2018, Thursday. ",Neutral,
"October 03, 2018, Wednesday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"October 03, 2018, Wednesday. ",Neutral,
"October 02, 2018, Tuesday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"October 02, 2018, Tuesday. ",Neutral,
"October 01, 2018, Monday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"October 01, 2018, Monday. ",Neutral,
"September 30, 2018, Sunday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"September 30, 2018, Sunday. ",Neutral,
"September 29, 2018, Saturday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"September 29, 2018, Saturday. ",Neutral,
"September 28, 2018, Friday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"September 28, 2018, Friday. ",Neutral,
"September 27, 2018, Thursday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"September 27, 2018, Thursday. ",Neutral,
"September 26, 2018, Wednesday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"September 26, 2018, Wednesday. ",Neutral,
"September 25, 2018, Tuesday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"September 25, 2018, Tuesday. ",Neutral,
"September 24, 2018, Monday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"September 24, 2018, Monday. ",Neutral,
"September 23, 2018, Sunday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"September 23, 2018, Sunday. ",Neutral,
"September 22, 2018, Saturday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"September 22, 2018, Saturday. ",Neutral,
"September 21, 2018, Friday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"September 21, 2018, Friday. ",Neutral,
"September 20, 2018, Thursday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"September 20, 2018, Thursday. ",Neutral,
"September 19, 2018, Wednesday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"September 19, 2018, Wednesday. ",Neutral,
"September 18, 2018, Tuesday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"September 18, 2018, Tuesday. ",Neutral,
"September 17, 2018, Monday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"September 17, 2018, Monday. ",Neutral,
"September 16, 2018, Sunday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"September 16, 2018, Sunday. ",Neutral,
"September 15, 2018, Saturday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"September 15, 2018, Saturday. ",Neutral,
"September 14, 2018, Friday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"September 14, 2018, Friday. ",Neutral,
"September 13, 2018, Thursday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"September 13, 2018, Thursday. ",Neutral,
"September 12, 2018, Wednesday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"September 12, 2018, Wednesday. ",Neutral,
"September 11, 2018, Tuesday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"September 11, 2018, Tuesday. ",Neutral,
"September 10, 2018, Monday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"September 10, 2018, Monday. ",Neutral,
"September 09, 2018, Sunday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"September 09, 2018, Sunday. ",Neutral,
"September 08, 2018, Saturday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"September 08, 2018, Saturday. ",Neutral,
"September 07, 2018, Friday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"September 07, 2018, Friday. ",Neutral,
"September 06, 2018, Thursday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"September 06, 2018, Thursday. ",Neutral,
"September 05, 2018, Wednesday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"September 05, 2018, Wednesday. ",Neutral,
"September 04, 2018, Tuesday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"September 04, 2018, Tuesday. ",Neutral,
"September 03, 2018, Monday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"September 03, 2018, Monday. ",Neutral,
"September 02, 2018, Sunday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"September 02, 2018, Sunday. ",Neutral,
"September 01, 2018, Saturday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"September 01, 2018, Saturday. ",Neutral,
"August 31, 2018, Friday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"August 31, 2018, Friday. ",Neutral,
"August 30, 2018, Thursday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"August 30, 2018, Thursday. ",Neutral,
"August 29, 2018, Wednesday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"August 29, 2018, Wednesday. ",Neutral,
"August 28, 2018, Tuesday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"August 28, 2018, Tuesday. ",Neutral,
"August 27, 2018, Monday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"August 27, 2018, Monday. ",Neutral,
"August 26, 2018, Sunday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"August 26, 2018, Sunday. ",Neutral,
"August 25, 2018, Saturday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"August 25, 2018, Saturday. ",Neutral,
"August 24, 2018, Friday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"August 24, 2018, Friday. ",Neutral,
"August 23, 2018, Thursday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"August 23, 2018, Thursday. ",Neutral,
"August 22, 2018, Wednesday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"August 22, 2018, Wednesday. ",Neutral,
"August 21, 2018, Tuesday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"August 21, 2018, Tuesday. ",Neutral,
"August 20, 2018, Monday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"August 20, 2018, Monday. ",Neutral,
"August 18, 2018, Saturday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"August 18, 2018, Saturday. ",Neutral,
"August 17, 2018, Friday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"August 17, 2018, Friday. ",Neutral,
"August 16, 2018, Thursday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"August 16, 2018, Thursday. ",Neutral,
"August 15, 2018, Wednesday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"August 15, 2018, Wednesday. ",Neutral,
"August 14, 2018, Tuesday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"August 14, 2018, Tuesday. ",Neutral,
"August 13, 2018, Monday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"August 13, 2018, Monday. ",Neutral,
"August 11, 2018, Saturday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"August 11, 2018, Saturday. ",Neutral,
"August 10, 2018, Friday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"August 10, 2018, Friday. ",Neutral,
"August 09, 2018, Thursday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"August 09, 2018, Thursday. ",Neutral,
"August 08, 2018, Wednesday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"August 08, 2018, Wednesday. ",Neutral,
"August 07, 2018, Tuesday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"August 07, 2018, Tuesday. ",Neutral,
"August 06, 2018, Monday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"August 06, 2018, Monday. ",Neutral,
"August 05, 2018, Sunday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"August 05, 2018, Sunday. ",Neutral,
"August 04, 2018, Saturday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"August 04, 2018, Saturday. ",Neutral,
"August 03, 2018, Friday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"August 03, 2018, Friday. ",Neutral,
"August 02, 2018, Thursday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"August 02, 2018, Thursday. ",Neutral,
"August 01, 2018, Wednesday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"August 01, 2018, Wednesday. ",Neutral,
"July 31, 2018, Tuesday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"July 31, 2018, Tuesday. ",Neutral,
"July 30, 2018, Monday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"July 30, 2018, Monday. ",Neutral,
"July 29, 2018, Sunday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"July 29, 2018, Sunday. ",Neutral,
"July 28, 2018, Saturday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"July 28, 2018, Saturday. ",Neutral,
"July 27, 2018, Friday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"July 27, 2018, Friday. ",Neutral,
"July 26, 2018, Thursday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"July 26, 2018, Thursday. ",Neutral,
"July 25, 2018, Wednesday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"July 25, 2018, Wednesday. ",Neutral,
